Date,cve_station,cve_parameter,value,unit,nom_estac,longitud,latitud,alt,obs_estac,id_station
14/06/2019,UIZ,PM2.5,8,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
20/06/2019,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
26/06/2019,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
02/07/2019,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
08/07/2019,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
14/07/2019,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
20/07/2019,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
26/07/2019,UIZ,PM2.5,17,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
01/08/2019,UIZ,PM2.5,12,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
07/08/2019,UIZ,PM2.5,8,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
13/08/2019,UIZ,PM2.5,10,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
19/08/2019,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
25/08/2019,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
31/08/2019,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/09/2019,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/09/2019,UIZ,PM2.5,10,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/09/2019,UIZ,PM2.5,5,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/09/2019,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/09/2019,UIZ,PM2.5,3,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/10/2019,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/10/2019,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/10/2019,UIZ,PM2.5,5,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/10/2019,UIZ,PM2.5,10,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/10/2019,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/11/2019,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/11/2019,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/11/2019,UIZ,PM2.5,17,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/11/2019,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
29/11/2019,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/12/2019,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/12/2019,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/12/2019,UIZ,PM2.5,39,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
29/12/2019,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
04/01/2020,UIZ,PM2.5,33,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/01/2020,UIZ,PM2.5,13,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
22/01/2020,UIZ,PM2.5,28,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
28/01/2020,UIZ,PM2.5,10,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
09/02/2020,UIZ,PM2.5,13,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
15/02/2020,UIZ,PM2.5,29,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
21/02/2020,UIZ,PM2.5,13,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
27/02/2020,UIZ,PM2.5,18,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
04/03/2020,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
10/03/2020,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/03/2020,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
22/03/2020,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
20/07/2020,UIZ,PM2.5,21,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
26/07/2020,UIZ,PM2.5,8,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
01/08/2020,UIZ,PM2.5,17,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
07/08/2020,UIZ,PM2.5,7,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
13/08/2020,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
19/08/2020,UIZ,PM2.5,17,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
25/08/2020,UIZ,PM2.5,7,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/09/2020,UIZ,PM2.5,4,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/09/2020,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/09/2020,UIZ,PM2.5,8,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/09/2020,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/09/2020,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/10/2020,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/10/2020,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/10/2020,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/10/2020,UIZ,PM2.5,12,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/10/2020,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/11/2020,UIZ,PM2.5,22,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/11/2020,UIZ,PM2.5,22,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
29/11/2020,UIZ,PM2.5,28,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/12/2020,UIZ,PM2.5,12,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/12/2020,UIZ,PM2.5,21,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/12/2020,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/12/2020,UIZ,PM2.5,29,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
10/01/2021,UIZ,PM2.5,10,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/01/2021,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
22/01/2021,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
28/01/2021,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
03/02/2021,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
15/02/2021,UIZ,PM2.5,13,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
21/02/2021,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
27/02/2021,UIZ,PM2.5,33,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/03/2021,UIZ,PM2.5,28,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/03/2021,UIZ,PM2.5,32,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/03/2021,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/03/2021,UIZ,PM2.5,21,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
29/03/2021,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
04/04/2021,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
10/04/2021,UIZ,PM2.5,25,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/04/2021,UIZ,PM2.5,31,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
22/04/2021,UIZ,PM2.5,37,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
28/04/2021,UIZ,PM2.5,33,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
04/05/2021,UIZ,PM2.5,33,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/05/2021,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
28/05/2021,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
03/06/2021,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
09/06/2021,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
21/06/2021,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
27/06/2021,UIZ,PM2.5,4,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
03/07/2021,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
09/07/2021,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
15/07/2021,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
21/07/2021,UIZ,PM2.5,22,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
27/07/2021,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
02/08/2021,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
08/08/2021,UIZ,PM2.5,17,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
14/08/2021,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
20/08/2021,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
26/08/2021,UIZ,PM2.5,13,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
01/09/2021,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
07/09/2021,UIZ,PM2.5,12,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
13/09/2021,UIZ,PM2.5,4,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
19/09/2021,UIZ,PM2.5,6,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
25/09/2021,UIZ,PM2.5,22,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
01/10/2021,UIZ,PM2.5,10,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
07/10/2021,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
13/10/2021,UIZ,PM2.5,12,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
19/10/2021,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
25/10/2021,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
31/10/2021,UIZ,PM2.5,21,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/11/2021,UIZ,PM2.5,18,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/11/2021,UIZ,PM2.5,17,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/11/2021,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/11/2021,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/11/2021,UIZ,PM2.5,21,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/12/2021,UIZ,PM2.5,27,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/12/2021,UIZ,PM2.5,28,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/12/2021,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/12/2021,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/12/2021,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/01/2022,UIZ,PM2.5,31,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/01/2022,UIZ,PM2.5,12,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/01/2022,UIZ,PM2.5,21,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/01/2022,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
29/01/2022,UIZ,PM2.5,13,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
04/02/2022,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
10/02/2022,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/02/2022,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
22/02/2022,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
28/02/2022,UIZ,PM2.5,18,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/03/2022,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/03/2022,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/03/2022,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/03/2022,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/03/2022,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/04/2022,UIZ,PM2.5,21,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/04/2022,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/04/2022,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/04/2022,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
29/04/2022,UIZ,PM2.5,18,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/05/2022,UIZ,PM2.5,31,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/05/2022,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/05/2022,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/05/2022,UIZ,PM2.5,27,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
29/05/2022,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
04/06/2022,UIZ,PM2.5,22,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
10/06/2022,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/06/2022,UIZ,PM2.5,19,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
22/06/2022,UIZ,PM2.5,8,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
28/06/2022,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
04/07/2022,UIZ,PM2.5,9,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
10/07/2022,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
16/07/2022,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
22/07/2022,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
28/07/2022,UIZ,PM2.5,18,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
03/08/2022,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
09/08/2022,UIZ,PM2.5,10,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
15/08/2022,UIZ,PM2.5,8,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
21/08/2022,UIZ,PM2.5,16,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
27/08/2022,UIZ,PM2.5,22,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
02/09/2022,UIZ,PM2.5,7,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
08/09/2022,UIZ,PM2.5,8,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
20/09/2022,UIZ,PM2.5,11,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
26/09/2022,UIZ,PM2.5,6,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
02/10/2022,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
08/10/2022,UIZ,PM2.5,6,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
14/10/2022,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
20/10/2022,UIZ,PM2.5,12,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
26/10/2022,UIZ,PM2.5,27,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
01/11/2022,UIZ,PM2.5,24,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
07/11/2022,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
13/11/2022,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
19/11/2022,UIZ,PM2.5,27,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
25/11/2022,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
01/12/2022,UIZ,PM2.5,15,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
07/12/2022,UIZ,PM2.5,30,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
13/12/2022,UIZ,PM2.5,32,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
19/12/2022,UIZ,PM2.5,34,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
25/12/2022,UIZ,PM2.5,42,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
31/12/2022,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
06/01/2023,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
12/01/2023,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
18/01/2023,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/01/2023,UIZ,PM2.5,14,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/01/2023,UIZ,PM2.5,26,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
05/02/2023,UIZ,PM2.5,18,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
11/02/2023,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/02/2023,UIZ,PM2.5,28,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
23/02/2023,UIZ,PM2.5,22,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
01/03/2023,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
07/03/2023,UIZ,PM2.5,20,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
24/05/2023,UIZ,PM2.5,23,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
30/05/2023,UIZ,PM2.5,18,2,UAM Iztapalapa,-99.07388,19.360794,2221.0,,484090070219
17/08/2003,SAG,PM2.5,11,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
23/08/2003,SAG,PM2.5,14,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
29/08/2003,SAG,PM2.5,14,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
04/09/2003,SAG,PM2.5,17,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
10/09/2003,SAG,PM2.5,11,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
16/09/2003,SAG,PM2.5,10,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
22/09/2003,SAG,PM2.5,18,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
28/09/2003,SAG,PM2.5,5,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
04/10/2003,SAG,PM2.5,10,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
16/10/2003,SAG,PM2.5,16,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
22/10/2003,SAG,PM2.5,9,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
28/10/2003,SAG,PM2.5,22,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
03/11/2003,SAG,PM2.5,19,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
09/11/2003,SAG,PM2.5,6,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
15/11/2003,SAG,PM2.5,30,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
21/11/2003,SAG,PM2.5,29,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
27/11/2003,SAG,PM2.5,30,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
03/12/2003,SAG,PM2.5,24,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
09/12/2003,SAG,PM2.5,46,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
15/12/2003,SAG,PM2.5,27,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
21/12/2003,SAG,PM2.5,52,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
27/12/2003,SAG,PM2.5,47,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
02/01/2004,SAG,PM2.5,42,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
08/01/2004,SAG,PM2.5,26,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
14/01/2004,SAG,PM2.5,43,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
20/01/2004,SAG,PM2.5,27,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
26/01/2004,SAG,PM2.5,17,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
01/02/2004,SAG,PM2.5,20,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
07/02/2004,SAG,PM2.5,45,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
13/02/2004,SAG,PM2.5,22,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
25/02/2004,SAG,PM2.5,19,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
02/03/2004,SAG,PM2.5,25,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
14/03/2004,SAG,PM2.5,17,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
20/03/2004,SAG,PM2.5,9,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
01/04/2004,SAG,PM2.5,30,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
07/04/2004,SAG,PM2.5,12,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
13/04/2004,SAG,PM2.5,19,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
19/04/2004,SAG,PM2.5,20,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
25/04/2004,SAG,PM2.5,22,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
07/05/2004,SAG,PM2.5,19,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
13/05/2004,SAG,PM2.5,24,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
19/05/2004,SAG,PM2.5,11,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
25/05/2004,SAG,PM2.5,20,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
31/05/2004,SAG,PM2.5,19,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
06/06/2004,SAG,PM2.5,21,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
12/06/2004,SAG,PM2.5,19,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
18/06/2004,SAG,PM2.5,16,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
24/06/2004,SAG,PM2.5,21,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
30/06/2004,SAG,PM2.5,11,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
06/07/2004,SAG,PM2.5,16,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
12/07/2004,SAG,PM2.5,10,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
18/07/2004,SAG,PM2.5,17,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
24/07/2004,SAG,PM2.5,9,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
30/07/2004,SAG,PM2.5,19,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
05/08/2004,SAG,PM2.5,14,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
11/08/2004,SAG,PM2.5,13,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
17/08/2004,SAG,PM2.5,10,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
23/08/2004,SAG,PM2.5,16,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
29/08/2004,SAG,PM2.5,11,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
04/09/2004,SAG,PM2.5,16,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
10/09/2004,SAG,PM2.5,9,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
16/09/2004,SAG,PM2.5,16,2,San Agustín,-99.030324,19.532968,2241.0,,484150330327
